chrom	start	end	strand	count
chr19	18436193	18436236	-	1
chr19	18541850	18541896	-	1
chr19	36121566	36121595	+	1
chr19	42080974	42081059	+	1
chr19	46411724	46411749	-	1
chr19	57399459	57399544	+	1
chr2	85327092	85327303	-	1
chr2	95277422	95277489	+	1
chr20	45207835	45207860	+	3
chr20	45207900	45208144	+	1
chr20	45208495	45208568	+	1
chr20	45222498	45223077	+	1
chr20	45222619	45222647	+	2
chr20	45222619	45222688	+	2
chr20	45222619	45222931	+	1
chr20	45222734	45222994	+	1
chr20	45222799	45222902	+	2
chr20	45222979	45223005	+	1
chr20	45223046	45223143	+	1
chr3	47417441	47417549	-	1
chr3	52489369	52489460	+	2
chr3	129315347	129315372	-	3
chr3	186554518	186554618	-	1
chr4	3430816	3430841	+	1
chr6	31817559	31817593	+	1
chr6	116279257	116279315	-	1
chr7	134933738	134933780	+	1
chrX	53086073	53086164	+	1
chrX	101657147	101657202	-	1
chrX	153743663	153743704	+	1
chr1	42696830	42696857	+	1
chr1	155765805	155766176	-	1
chr1	232999175	232999275	-	1
chr11	3001152	3001174	-	1
chr11	57801973	57802100	+	2
chr11	62520967	62520989	-	1
chr11	62609007	62609075	-	1
chr11	117229445	117229497	-	1
chr12	54281863	54281897	+	1
chr12	132695950	132695974	+	1
chr14	104944140	104944231	-	1
chr17	35844623	35844678	+	1
chr19	4714135	4714232	-	1
chr19	10321167	10321191	-	1
chr19	18388461	18388578	+	1
chr19	40034446	40035202	-	1
chr2	10784278	10784309	-	1
chr2	197409850	197409965	-	1
chr20	17658860	17659605	-	1
chr20	17658898	17658929	-	1
chr20	17659274	17659305	-	1
chr20	17659544	17659665	-	1
chr20	17659694	17659725	-	1
chr22	29489269	29489618	+	1
chr22	37806036	37806070	+	2
chr3	51993862	51993893	-	1
chr3	197065380	197065420	-	1
chr6	30602100	30602149	-	1
chr6	30704183	30705938	-	1
chr6	30723354	30723887	+	1
chr6	44260105	44260193	-	1
chr7	2547347	2547393	-	1
chr7	5332819	5332848	-	1
chr7	26193634	26193680	-	1
chr7	39951573	39951730	+	1
chr8	37829962	37829999	+	1
chr8	144516038	144516166	-	1
chr9	86035473	86035577	-	1
chr9	130884971	130885070	+	1
chr9	135487135	135487192	+	1
chrX	102655866	102655952	+	1
chrX	152959738	152959788	+	1
chrX	154400528	154400570	+	1
chr1	35562487	35562572	+	1
chr1	36178715	36178740	+	1
chr1	244863761	244863975	-	1
chr11	57308974	57308997	-	1
chr11	75587681	75587715	-	2
chr12	52949473	52949504	-	1
chr14	52314612	52314731	+	1
chr14	69771208	69771296	+	1
chr16	1220053	1220161	+	3
chr16	2767745	2767782	+	1
chr16	29381461	29381507	-	1
chr17	16070298	16070495	-	2
chr17	35844518	35844897	+	1
chr17	39727385	39727446	+	1
chr17	41505351	41505511	-	2
chr19	7870276	7870370	-	2
chr19	11546858	11546901	+	1
chr19	43914249	43914334	-	1
chr19	55483710	55483777	+	2
chr20	45883810	45883851	+	1
chr20	63966424	63966497	-	1
chr21	45512269	45512314	+	1
chr22	29299688	29299743	+	1
chr3	9949469	9949624	-	1
chr3	40190036	40190180	+	1
chr3	44407486	44407609	+	1
chr3	49163272	49163294	-	1
chr3	195778969	195779642	-	1
chr3	195779401	195779642	-	1
chr3	195779401	195780074	-	1
chr3	195780025	195783242	-	1
chr3	195783337	195784202	-	1
chr4	1212272	1212321	-	1
chr4	6709581	6709606	-	1
chr5	137753162	137753235	-	1
chr5	139681115	139681203	+	1
chr6	31817181	31817296	+	1
chr7	43876970	43877353	-	1
chr9	93308398	93308492	+	1
chr1	28466535	28466634	+	1
chr10	5748680	5748834	+	1
chr11	290732	290961	+	1
chr11	4600584	4600645	-	1
chr11	63817887	63817994	+	1
chr12	8043977	8044000	+	1
chr12	53383330	53383569	+	1
chr12	56361863	56361948	-	1
chr12	64875035	64875139	+	1
chr12	124912116	124912279	-	2
chr14	88877338	88877389	+	1
chr14	91272798	91272978	-	1
chr15	84645565	84645677	-	1
chr19	1578438	1578493	-	1
chr19	39386129	39386168	-	1
chr19	40075553	40075889	-	2
chr19	52613928	52614013	-	1
chr2	26728109	26728290	+	1
chr2	33584888	33584958	-	1
chr2	240568745	240569055	+	1
chr20	45223222	45223263	+	1
chr22	29489905	29489937	+	1
chr22	37024218	37024270	+	1
chr3	47410987	47411106	+	1
chr3	195779209	195779306	-	1
chr3	195779401	195781370	-	1
chr3	195779545	195779738	-	2
chr3	195780217	195780314	-	2
chr3	195782185	195784010	-	1
chr3	195783385	195788426	-	1
chr3	195784009	195784058	-	1
chr3	195784964	195788469	-	2
chr3	195785689	195785738	-	1
chr3	195786169	195786314	-	2
chr3	195787225	195787658	-	1
chr5	5457379	5457626	+	1
chr5	173889993	173890070	+	1
chr6	32850961	32851064	-	1
chr6	167965819	167965847	+	1
chr7	2843897	2843972	-	1
chr7	122320169	122320206	-	1
chr8	144464179	144464201	-	1
chr9	36211708	36211757	+	1
chrX	51896574	51896597	+	1
chr1	2504259	2504406	+	1
chr1	3787080	3787136	-	1
chr1	8865343	8865392	-	1
chr1	159205653	159206277	+	1
chr1	182887180	182887280	+	2
chr10	95415785	95415987	-	1
chr11	62130223	62130311	+	1
chr11	64357239	64357341	+	2
chr13	28712727	28712980	-	2
chr14	49618927	49618989	-	1
chr17	4900332	4900444	+	1
chr17	35844602	35844705	+	1
chr19	2917678	2918015	+	1
chr19	4512272	4512768	-	2
chr19	44992998	44993026	+	1
chr19	49061531	49061629	-	1
chr19	50860014	50860104	+	1
chr22	29490379	29490431	+	1
chr3	51993760	51993809	-	1
chr3	151294289	151294554	-	1
chr5	32406982	32407007	-	1
chr8	47778547	47778627	-	1
chr1	19655138	19655181	+	1
chr1	109273514	109273556	+	1
chr1	147624065	147624328	+	1
chr1	152911285	152911346	+	1
chr1	161124343	161124433	-	1
chr1	186343969	186344001	-	1
chr1	201900373	201900515	-	1
chr11	6632273	6632920	-	1
chr11	57327804	57327848	-	1
chr11	60922078	60922139	+	1
chr11	62525112	62525497	-	2
chr11	75587450	75587484	-	1
chr12	56605893	56605915	-	1
chr12	100337437	100337462	+	1
chr12	108623827	108623858	-	1
chr12	121274208	121274260	-	1
chr12	132804962	132804996	-	1
chr14	100381517	100381655	+	2
chr14	105173047	105173185	-	1
chr14	105173127	105173194	-	1
chr15	42687075	42691587	+	1
chr15	84240385	84240482	+	1
chr15	90232275	90232316	-	1
chr15	98916721	98916821	+	1
chr15	99131490	99131532	+	1
chr16	2762336	2762370	+	1
chr17	7225959	7226128	-	1
chr17	7462518	7462744	-	1
chr17	17795390	17795416	+	1
chr17	29574737	29574780	-	1
chr17	35844776	35844798	+	1
chr17	41505315	41505376	-	1
chr17	50071324	50071418	+	2
chr19	541387	541421	+	1
chr19	1271404	1271611	+	1
chr19	51944326	51944425	+	1
chr19	51944704	51944873	+	2
chr19	52034201	52034286	-	1
chr2	237510699	237510736	+	1
chr20	44197275	44197409	-	1
chr20	62812607	62812734	+	1
chr22	19851192	19851221	-	1
chr22	29489664	29489965	+	1
chr22	29489706	29489965	+	2
chr22	29489869	29489906	+	1
chr22	29490421	29490557	+	1
chr22	31345340	31345385	-	1
chr3	56617400	56617532	+	1
chr3	138162471	138162557	-	1
chr3	184321649	184321704	+	1
chr3	195779065	195779114	-	1
chr3	195779497	195779738	-	1
chr3	195781321	195781370	-	2
chr3	195783001	195783098	-	1
chr3	195783193	195783242	-	2
chr3	195783337	195783578	-	1
chr3	195784729	195786698	-	1
chr3	195785017	195788522	-	1
chr3	195785785	195785930	-	2
chr3	195786265	195786410	-	1
chr3	195786361	195786458	-	1
chr3	195787321	195787658	-	2
chr3	195787849	195788138	-	2
chr3	195788425	195788522	-	1
chr4	145870317	145870347	-	1
chr6	30602148	30602197	-	1
chr6	42105979	42106010	-	1
chr6	170318642	170318751	+	1
chr7	150856557	150856597	+	1
chr8	145052631	145052716	+	2
chrX	51743927	51744027	+	1
chr10	46033509	46033535	-	1
chr11	62525616	62526205	-	1
chr11	62527785	62528168	-	1
chr11	62566858	62566904	-	1
chr11	65613418	65613484	-	1
chr11	117918610	117918791	-	1
chr11	118765296	118765318	-	1
chr12	6935655	6937309	+	2
chr15	43534973	43535217	-	1
chr16	2762369	2762466	+	1
chr16	74716386	74716425	-	1
chr17	35844749	35844771	+	1
chr17	44087498	44087613	-	1
chr17	59605490	59605601	+	1
chr19	1271401	1271566	+	2
chr19	53140595	53140735	-	1
chr2	73081140	73081179	-	1
chr2	85327008	85327303	-	1
chr20	40688535	40688557	-	1
chr21	25729726	25729772	-	1
chr22	29489227	29489288	+	2
chr22	29489371	29489492	+	2
chr22	29489371	29490017	+	1
chr3	50188013	50188042	+	1
chr5	32073989	32074137	+	1
chr5	138556487	138556509	-	1
chr5	154891310	154891458	-	1
chr8	139732059	139732150	-	1
chr9	132401723	132401916	-	1
chrX	154360479	154360503	-	1
chr1	1439241	1439328	+	1
chr1	10419671	10419709	+	1
chr1	149926544	149926655	-	1
chr11	9850118	9850167	-	1
chr11	57308722	57308748	-	1
chr11	62520906	62520928	-	1
chr11	62527666	62528168	-	1
chr11	118899100	118899198	-	2
chr12	3638409	3638433	-	1
chr12	47670224	47670312	-	1
chr12	52519032	52519081	-	2
chr12	108623557	108623678	-	1
chr13	50012046	50012338	+	1
chr14	92931350	92931489	+	1
chr14	104947158	104950624	-	3
chr15	99129950	99130041	+	1
chr16	27363569	27363669	+	1
chr17	41878858	41878889	-	1
chr17	48058700	48058806	+	1
chr17	59213052	59213168	+	1
chr19	48498129	48498220	-	1
chr19	56622202	56622371	+	1
chr2	85327134	85327303	-	1
chr2	85327370	85327413	-	1
chr2	240591969	240592093	+	1
chr20	18316355	18316440	+	1
chr20	34749518	34750410	-	2
chr20	49270055	49270172	-	1
chr21	33551975	33552123	+	1
chr3	39143752	39143967	-	3
chr3	141442961	141443074	+	1
chr6	26468012	26468041	+	1
chr7	6642529	6642596	+	1
chr7	151235225	151235331	+	1
chr8	23290375	23290419	+	1
chr9	128179000	128179037	-	3
chrX	49064495	49064569	+	1
chrX	154349428	154349516	-	1
chr1	12277534	12277903	+	1
chr1	59321578	59321662	+	1
chr1	207022466	207022509	-	1
chr11	62526640	62526782	-	1
chr11	86277092	86277114	+	1
chr11	95128735	95128768	+	2
chr12	120767433	120767541	-	1
chr14	102971969	102972024	-	1
chr16	15717183	15717226	-	1
chr17	413803	413924	+	1
chr17	28881257	28881285	-	1
chr17	35844650	35844678	+	1
chr17	57106691	57106746	+	1
chr17	76736233	76736282	-	1
chr19	45409108	45409214	+	1
chr19	50858162	50858255	+	3
chr19	52065985	52066406	-	1
chr19	57606487	57606572	+	1
chr2	85327302	85327429	-	1
chr2	235042416	235042451	+	1
chr22	29480612	29480647	+	1
chr22	29489689	29490386	+	1
chr3	39410840	39410910	+	1
chr3	149140099	149140337	+	1
chr3	183884801	183884839	-	1
chr5	132823971	132824277	-	1
chr6	35292975	35293012	+	1
chr7	100430261	100430292	+	1
chr7	142801173	142801304	+	1
chr8	143983629	143983702	-	1
chr8	144464257	144464577	-	1
chrX	100833280	100833311	+	2
chrX	101490440	101490561	+	1
chrX	102715633	102715670	+	1
chrX	120253609	120254490	+	1
chrX	154353580	154353656	-	1
chr1	29148860	29149017	-	1
chr1	113683896	113683958	+	1
chr1	155660379	155660857	-	1
chr1	156670853	156670890	-	1
chr1	156767971	156768037	+	1
chr1	201900475	201900527	-	1
chr1	201946187	201946311	-	1
chr10	17229734	17229903	+	1
chr10	29551004	29551104	-	2
chr10	69401067	69401124	+	1
chr10	99611193	99611311	-	2
chr11	35663393	35663532	+	1
chr11	47573426	47573689	-	1
chr11	62520222	62525113	-	1
chr11	62521182	62521216	-	2
chr11	62525245	62530550	-	2
chr11	62648656	62649699	-	1
chr11	62726898	62727022	-	1
chr11	65654743	65654777	-	1
chr12	49128011	49128258	-	2
chr12	49185063	49185310	-	1
chr12	124912583	124913076	-	1
chr13	45968805	45968853	-	1
chr14	58645830	58645948	+	1
chr14	104942469	104947915	-	1
chr14	104948100	104948596	-	1
chr14	104950695	104951191	-	1
chr17	4672124	4672173	-	1
chr17	5022568	5022620	+	1
chr17	50149478	50149563	-	1
chr18	3188865	3188920	-	1
chr19	46411813	46411862	-	1
chr19	50480646	50480695	+	1
chr22	29299646	29299710	+	1
chr22	29489071	29489288	+	1
chr22	29489473	29489594	+	1
chr22	29489515	29489888	+	1
chr22	29489743	29489804	+	1
chr22	29489785	29489846	+	1
chr3	50320333	50320367	-	1
chr5	134899563	134899660	+	2
chr6	30731031	30731053	-	2
chr7	44485019	44485068	-	1
chr8	124543156	124543184	+	1
chr8	143922884	143922966	-	1
chr9	711016	711173	+	1
chr9	35560441	35560560	+	1
chr9	136840677	136840702	+	1
chrX	17801473	17801582	-	1
chr1	3786958	3787049	-	1
chr1	36177920	36178058	+	1
chr1	89712935	89713026	+	1
chr10	7576528	7576741	-	1
chr10	51698393	51698469	-	1
chr10	87151832	87152101	+	2
chr10	102812723	102812765	+	1
chr11	609149	609198	+	1
chr11	6627025	6627255	-	1
chr11	62516959	62516989	-	1
chr11	62520598	62521001	-	1
chr11	123059724	123059816	-	1
chr12	7096654	7096738	-	1
chr14	104943372	104944858	-	1
chr14	104943954	104950885	-	1
chr16	2762132	2762160	+	1
chr16	28497454	28497833	+	1
chr16	29381461	29381594	-	1
chr17	7462864	7462941	-	1
chr17	45286837	45286892	-	1
chr17	75513729	75513751	-	1
chr19	2248231	2248319	+	1
chr2	69245361	69245473	+	1
chr2	189008993	189009027	+	1
chr2	231461822	231461988	-	1
chr21	46550563	46550651	+	1
chr22	37877806	37877909	+	1
chr3	13571113	13571146	+	1
chr3	47410163	47410463	+	1
chr3	49163218	49163267	-	1
chr3	195779017	195779162	-	1
chr3	195785017	195785258	-	1
chr4	24799971	24800101	+	1
chr5	131672153	131672748	-	1
chr5	141573759	141573872	-	1
chr6	7584835	7584885	+	1
chr7	5370777	5370805	-	1
chr7	25124046	25124101	-	1
chr7	128074579	128074610	+	1
chr7	134947655	134947719	+	1
chr8	143925260	143925387	-	1
chr9	5054637	5054735	+	1
chr9	115086253	115086719	-	1
chr9	127444636	127444721	+	1
chr9	129638121	129638392	-	1
chrX	103825663	103825758	-	1
chr1	58576811	58576926	-	1
chr11	62566903	62566928	-	1
chr11	67438408	67438481	-	1
chr12	6537838	6537899	+	1
chr14	102209256	102209358	+	1
chr17	35844677	35844705	+	1
chr20	17658920	17659605	-	1
chr20	34285511	34285539	-	1
chr20	45222799	45222980	+	1
chr3	9475870	9475899	+	1
chr3	195779593	195784346	-	1
chr3	195780121	195781082	-	1
chr3	195780313	195780602	-	1
chr3	195781177	195781562	-	1
chr3	195782569	195782618	-	1
chr6	31829375	31829499	+	1
chr6	31829657	31829718	+	1
chr9	2060865	2060948	+	1
chr9	33264275	33264348	-	1
chr9	89001268	89001353	+	1
chrX	71101385	71101572	+	1
chr1	31585794	31585829	+	1
chr1	92836237	92836284	+	1
chr1	111727601	111727669	-	1
chr1	151530512	151530540	+	1
chr11	62520382	62520518	-	1
chr11	66821708	66821735	+	1
chr11	75587714	75587814	-	1
chr12	53059918	53059968	+	1
chr12	53097822	53097859	+	1
chr12	119179496	119179546	+	1
chr13	40943051	40943095	-	1
chr16	15732626	15732690	-	2
chr16	31916264	31916433	+	1
chr16	89281774	89281842	-	1
chr17	57106595	57106732	+	1
chr17	59890928	59891029	-	1
chr19	3959376	3959485	-	1
chr19	4512104	4512204	-	1
chr19	12792129	12792162	+	1
chr19	47755436	47755492	+	1
chr19	50858081	50858107	+	1
chr2	20447561	20447772	+	1
chr2	74369359	74369390	-	1
chr2	127505210	127505328	-	1
chr20	17658770	17658861	-	1
chr20	17659004	17659605	-	1
chr20	17659604	17659665	-	1
chr21	33551253	33551302	+	1
chr22	29489287	29489330	+	1
chr3	195778969	195782618	-	1
chr3	195779593	195779978	-	1
chr3	195780169	195780362	-	1
chr3	195782329	195782618	-	1
chr4	151014517	151014600	-	1
chr5	150376449	150376540	+	1
chr6	33315650	33315785	-	1
chr7	44114048	44114073	+	1
chr8	143925266	143925519	-	1
chr9	76707526	76707554	-	1
chr9	130494946	130494968	+	1
chr1	35609315	35609350	-	1
chr1	41579832	41580042	-	1
chr1	213013217	213013347	-	1
chr1	225519460	225519491	-	1
chr11	64319796	64319821	+	1
chr11	66285475	66285524	-	1
chr12	124912962	124913093	-	1
chr15	40900750	40900802	+	1
chr16	69119692	69119738	-	1
chr19	50860057	50860095	+	1
chr19	51944614	51944867	+	1
chr22	30579210	30579253	-	3
chr5	43505843	43505998	-	1
chr6	160079679	160079732	+	1
chr7	30452663	30452834	-	1
chr8	143922797	143922822	-	1
chr1	20649042	20649118	+	1
chr1	39897805	39897897	-	1
chr10	62814198	62814293	-	1
chr10	68342001	68342032	+	1
chr11	396941	397089	+	1
chr11	1017849	1018357	-	1
chr11	62527954	62528360	-	1
chr11	64854347	64854411	-	1
chr14	104941686	104948122	-	1
chr14	104948802	104953237	-	1
chr16	28497454	28497800	+	2
chr16	67662197	67662415	+	1
chr19	7682730	7682752	+	1
chr19	43913494	43913579	-	1
chr2	26778160	26778241	+	1
chr20	34740517	34742724	-	1
chr20	45207481	45207792	+	1
chr20	45207658	45208511	+	1
chr20	45207811	45207848	+	1
chr20	45207879	45208144	+	1
chr20	45208207	45208448	+	1
chr20	45208271	45208448	+	2
chr20	45208387	45208448	+	1
chr20	45222126	45222153	+	2
chr20	45222542	45222902	+	1
chr20	45222619	45222645	+	1
chr20	45222619	45222773	+	1
chr20	45222710	45222800	+	1
chr20	45222979	45223160	+	2
chr22	38866412	38866455	-	1
chr3	184193615	184193640	+	1
chr6	41770711	41770841	-	1
chr7	56051899	56051928	+	1
chrX	53086127	53086164	+	2
chr1	26345067	26345119	-	1
chr1	27409916	27410100	-	1
chr1	32014212	32014273	+	1
chr1	58576199	58576233	-	1
chr1	81970386	81970483	+	1
chr1	153003248	153003273	+	1
chr1	154970161	154970197	-	1
chr10	50129644	50129858	+	1
chr11	46382637	46382694	+	1
chr11	72013332	72013390	-	1
chr12	124912169	124912409	-	1
chr12	124912300	124912346	-	1
chr12	124913243	124913268	-	1
chr14	91995433	91995497	-	1
chr15	43793826	43793866	+	1
chr16	2930738	2930814	+	1
chr16	3031054	3031088	-	1
chr16	74391801	74391870	+	1
chr17	82087155	82087232	-	1
chr19	3054004	3054183	-	1
chr19	38164679	38164746	+	1
chr2	108765415	108765532	+	1
chr20	17658920	17659755	-	1
chr20	17659732	17659853	-	1
chr20	35287416	35287842	-	1
chr22	29490097	29490137	+	1
chr3	124796590	124796657	-	1
chr3	138714550	138714654	-	1
chr3	195779497	195781034	-	1
chr3	195779593	195780314	-	1
chr3	195779977	195781034	-	1
chr3	195783193	195784058	-	1
chr3	195784105	195784298	-	1
chr3	195784201	195784922	-	1
chr3	195786313	195786458	-	1
chr4	186603739	186603845	-	1
chr6	26056011	26056072	-	1
chr6	35318375	35318439	+	1
chr7	56079817	56079842	+	1
chr9	4663043	4663125	+	1
chr1	90007505	90007647	+	1
chr11	72014451	72014480	-	1
chr12	69258646	69258941	+	1
chr12	124913092	124913268	-	1
chr16	84130106	84130208	-	1
chr17	4548225	4548277	-	1
chr17	58302312	58302408	-	1
chr17	58306820	58306926	-	1
chr17	67120519	67120591	-	1
chr19	18538354	18538394	-	1
chr19	24127240	24127661	+	1
chr19	40034446	40035034	-	1
chr2	210153594	210154549	-	1
chr2	235041047	235041362	+	1
chr20	17627584	17627648	-	1
chr20	45207598	45207659	+	1
chr20	45207598	45207736	+	1
chr20	45207658	45207848	+	1
chr20	45207966	45208075	+	1
chr20	45208207	45208361	+	1
chr20	45208207	45208382	+	1
chr20	45208414	45208448	+	1
chr20	45221993	45222030	+	1
chr20	45222170	45222195	+	1
chr20	45222619	45222747	+	1
chr20	45222749	45222800	+	1
chr20	45222799	45222827	+	1
chr20	45222799	45222915	+	1
chr20	45222890	45222915	+	1
chr5	180849278	180850582	-	1
chr7	150371443	150371621	+	1
chr8	37875061	37875140	-	1
chr8	56441758	56441780	-	1
chr8	143923220	143923254	-	1
chrX	112779188	112779433	-	1
chrX	118758104	118758146	+	1
chrX	154360341	154360415	-	1
chr1	161098878	161098974	+	1
chr10	101002617	101002799	+	1
chr11	62520747	62520769	-	1
chr11	72013803	72013880	-	1
chr14	104942655	104950081	-	1
chr14	104950101	104951092	-	1
chr16	74391869	74391954	+	2
chr17	35844680	35844705	+	1
chr17	48059131	48059153	+	1
chr19	14054062	14054150	-	1
chr19	15380226	15380351	-	1
chr19	35637195	35637256	+	1
chr19	46411717	46411862	-	1
chr19	53577478	53577563	+	1
chr2	215367898	215367926	-	1
chr20	45207658	45207950	+	1
chr20	45207658	45207701	+	1
chr20	45222606	45222735	+	1
chr20	45222686	45222800	+	1
chr20	45222799	45222927	+	1
chr20	45223266	45223293	+	1
chr20	45479964	45480013	+	1
chr6	30731010	30731032	-	1
chr6	99401336	99401376	-	1
chr8	132888285	132888517	+	1
chrX	101657270	101657301	-	1
chr1	3787124	3787149	-	1
chr1	192809108	192809133	+	1
chr10	51697910	51697956	-	1
chr11	59615354	59615638	-	1
chr11	62520994	62521183	-	1
chr11	62522599	62522999	-	1
chr12	7495207	7495313	-	1
chr14	73739324	73739439	-	1
chr14	91936999	91937132	-	1
chr16	15726970	15726998	-	1
chr16	30930247	30930412	+	1
chr16	31466694	31466810	+	1
chr17	16382067	16382239	+	1
chr17	50669378	50669454	+	1
chr17	75913966	75913991	-	1
chr19	1271401	1271444	+	1
chr19	9161172	9161257	+	1
chr19	12943802	12943848	+	1
chr19	38119663	38119733	+	1
chr19	45785783	45786171	-	1
chr19	47085132	47085184	-	1
chr2	108765553	108765694	+	1
chr22	29489251	29489414	+	1
chr22	29489394	29489965	+	1
chr3	51993862	51994040	-	1
chr3	184572851	184572973	+	2
chr3	195779977	195780170	-	1
chr3	195783865	195786554	-	1
chr3	195784537	195785018	-	2
chr3	195784585	195785930	-	1
chr4	79978102	79978141	-	1
chr6	29943410	29943441	+	1
chr6	113860288	113860529	+	1
chr7	134933752	134933811	+	1
chr7	143267673	143267716	+	1
chr1	1053801	1053835	+	1
chr1	3781150	3781196	-	1
chr1	58576370	58576470	-	1
chr10	5749781	5749879	+	1
chr10	119042502	119042533	-	1
chr11	309069	309154	+	1
chr11	62521462	62522180	-	1
chr11	65554144	65554289	-	2
chr12	52520127	52520170	-	1
chr14	24416826	24416850	+	1
chr14	104944944	104947915	-	1
chr15	66499508	66499587	-	1
chr16	22536206	22536281	+	1
chr17	17796081	17796110	+	1
chr17	50482228	50482334	+	1
chr2	39717124	39717203	+	1
chr2	85326801	85326976	-	1
chr20	17658740	17658921	-	1
chr20	17659424	17659605	-	1
chr22	20564568	20564632	+	1
chr22	29489371	29489450	+	1
chr22	29489964	29490104	+	1
chr22	37805928	37806070	+	1
chr3	123700449	123700482	-	1
chr4	119300501	119300530	-	1
chr5	57231148	57231224	+	1
chr5	172768871	172768906	-	1
chr1	62439910	62439989	+	1
chr1	225519415	225519476	-	2
chr10	96157523	96157890	+	1
chr14	64051776	64051963	+	1
chr15	66325890	66325989	+	1
chr16	84179674	84179745	-	1
chr17	35844602	35844729	+	2
chr19	1271389	1271554	+	1
chr19	42079362	42079387	+	1
chr19	50281653	50281678	+	1
chr2	85327089	85327471	-	1
chr22	28800377	28800460	-	1
chr3	48423967	48424306	-	1
chr3	195779257	195779306	-	1
chr3	195780457	195782234	-	1
chr3	195783049	195783098	-	1
chr3	195784729	195785258	-	1
chr3	195784921	195786074	-	1
chr3	195785641	195786698	-	1
chr5	36984800	36984927	+	1
chr7	134933885	134933910	+	1
chr8	97277452	97277521	-	1
chr8	144053338	144053367	-	1
chr9	127912338	127912586	-	1
chr9	128753252	128753421	-	1
chrX	101490962	101491083	+	1
chrX	153952535	153952587	-	1
chr1	32593267	32593387	+	1
chr1	153969097	153969127	+	1
chr10	46010400	46010496	-	1
chr11	608600	608670	+	1
chr11	72013176	72013213	-	1
chr12	124912072	124912279	-	1
chr12	124912756	124913156	-	1
chr14	104943198	104943694	-	1
chr15	70832939	70833030	-	1
chr15	90931800	90931894	-	1
chr17	2323156	2323242	+	1
chr17	16382270	16382503	+	1
chr19	7870591	7870685	-	1
chr19	16929067	16929100	-	1
chr19	46411892	46411935	-	1
chr19	50268243	50268293	+	1
chr19	52115495	52115580	-	1
chr2	20447621	20447655	+	1
chr2	219541998	219542104	-	1
chr22	29490016	29490122	+	1
chr22	30934945	30935045	-	1
chr3	49163179	49163267	-	1
chr3	195779017	195779498	-	1
chr3	195779113	195783962	-	1
chr3	195779449	195779498	-	1
chr3	195784345	195784394	-	1
chr3	195786793	195788570	-	1
chr4	159353737	159353870	+	1
chr6	31828985	31829220	+	1
chr7	78127323	78127345	-	1
chr7	151237771	151237818	+	1
chrX	51743927	51744571	+	1
chrX	53082638	53083138	+	1
